arthrotec 50	3384011000036100
muscle cramps in feet	102551008
blurr vision	246636008
shrinking muscels arms	88092000
ibu	21885011000036105
excess gas	162076009
muscle aches in my shoulders	45326000
slight muscle soreness in arms	288228002
went down stamina	248277009
muscle weakness in back	26544005
extreme itching on legs and arms	418290006
pain in the legs	10601006
irritability	55929007
loss of stamina	248277009
mental confusion	40917007
calves joint pain in	267953003
felt like a truck hit me	102480002
pain in the lower legs	300954003
movement is restricted	70733008
heart attact	22298006
cpk was elevated	166717003
muscle aches in my lower back	279039007
gaining excess weight	8943002
pain in the pit of my stomach	271681002
weak legs	309774006
lower back is also tight	250069006
sore leg joints	267953003
calf cramps	250084002
bad gas	162076009
muscle pain in back	161891005
severe back spasms	203095000
hip soreness	49218002
not motivated to do anything	277521002
cramping feeling	55300003
decrease in overall strength	26544005
eye sight changes	63102001
pain in shoulders	45326000
plantar fasciitis of my left foot	202882003
felt rotton all day long	213257006
spasm	45352006
general muscle weakness	162076009
tendinitis	34840004
felt flu-like	95891005
lead legs	161873000
sensations of tingling in my legs	429783005
terribe pain	76948002
difficulty breathing	230145002
very severe cramps	55300003
difficulty in swallowing	288939007
shouldar ache	45326000
legs are very weak	80449002
when i went to sit down instead of sitng normaly i would almost fall down in the chair no control no strength, upon getting up i had to hold on to something to get up	26544005
sleep loss	301345002
general degradation	162076009
muscel pain	68962001
loss of muscle	88092000
charley horse in my side	54981004
legs twitching	60238002
severe upper body pain	102480002
severe muscle pain in hip joints	49218002
severe back spasm	203095000
pain in my hands	53057004
debilitating	13791008
excessive drowsiness	271782001
fluey feelings	95891005
feeling in a fog	419723007
put weight on suddenly for no reason	8943002
liptor	3877011000036101
hard time sleeping	301345002
problems with memory	386807006
spasms	45352006
extreme fatique	13791008
tinnitis	60862001
sinivastatin	21242011000036102
muscle weakness causing nerve damage and imbalance	26544005
head aches	25064002
decrease in balance	387603000
acute weakness in the muscles of whole body	26544005
tachycardia	3424008
back pain lower	279039007
lack of strength	26544005
frequently unable to think clearly	247640008
head hurting	25064002
headaches	25064002
muscle aches in thighs	288230000
sore	22253000
persistent dry skin spots	16386004
charley horses in legs	54981004
cramping in calf	250084002
joint aches	57676002
weariness of the leg muscles	80449002
burning feet in toe area	36031001
migrane headaches	37796009
body cramps	55300003
horrible muscle pains	68962001
could barely move	8510008
feeling horrible like a severe flu just hit me	213257006
menstrual cramps with vaginal bleeding	431416001
arthotec	3384011000036100
direar	62315008
glutes muscle pain in the	288230000
muscle disintegration/degeneration	88092000
muscle aches in legs	68962001
gastric upsets	162076009
elevated blood sugar	166892002
tingling in my feet	62507009
losing muscle	88092000
damaged my liver	235856003
joint pain (knees)	30989003
server pain	76948002
flu like syptoms	95891005
very bad pain in my muscles	68962001
very painful muscle aches in the neck	68962001
muscle aces	68962001
gas pains around my abdomen	271832001
debilitated	13791008
vomitting	422400008
mild joint pain	57676002
joint pain in my knees	30989003
fluish feeling	95891005
constant sleepiness	77692006
exhausted	60119000
not as sharp mentally	419723007
severe heart disease	56265001
co-enzyme q	77424011000036100
heel pain	2733002
pins and needles feeling	62507009
throat tightness	247323005
so tired	224960004
strong tingling in one hand	309086004
hips hurt	49218002
forgetfulness	55533009
could barely walk across the room	228158008
muscles quivering	60238002
debilitating muscle pain in my arms	68962001
forget things all the time	55533009
elevated bp	38341003
fatique	84229001
muscles slightly sore	68962001
stomach queasy	422587007
cramping in my stomach	51197009
heavy aching legs	161873000
loss of sex drv	8357008
lipitor(atorvastatin)	3877011000036101
sleeplessness	193462001
could hardly walk	228158008
sore knees	30989003
bad headache	25064002
feeling of being in a fog	419723007
nauseous	422587007
crabbiness	55929007
calf pain	300954003
weakness in thighs	309774006
hard to sleep	301345002
tingling in my shins	62507009
feel sick	367391008
very severe pain in knees	30989003
mild insomnia	193462001
cramping of the calf muscles	250084002
light headed	386705008
taking one's appetite for sex away	8357008
leg cramps	449918009
mussel twitches	60238002
hard to breathe	230145002
stomach cramps	51197009
hurts to go up stairs	425423002
severe tintitinitis (ringing in ears)	60862001
constant aching/pain	22253000
forgetful	55533009
pain	22253000
no sex drive	8357008
felt just strange	367391008
muscular pain in the back	161891005
problems with my balance	387603000
severe abdominal cramping	51197009
in the triceps arm fatigue	80449002
left shoulder aches	45326000
laziness	277521002
calves muscle pain in the	300954003
uterine cramps	29542008
developed sore legs	10601006
tummy pains	271681002
it hurts	22253000
heart palputations	80313002
tinninitus	60862001
moderate stomach pain	271681002
total muscel weakness	26544005
very shaky	26079004
legs ache so bad	10601006
itchiness	418290006
diffuculty thinking	247640008
seriously upset my stomach	162059005
constant pain	426206001
always tired	267032009
crabby	55929007
coronary disease	56265001
numbness and tingling in my hands	309521004
blood in urine	34436003
coronary problems	56265001
muscle fatigue	80449002
felt like i was coming down with flu	95891005
backpain	161891005
i feel like i'm in a fog	419723007
changes in mood	18963009
blurriness	246636008
pain has gone into my shoulder	45326000
serious pain	76948002
sore weak muscles	68962001
tingling	62507009
sleep is not very sound	301345002
aching in knees	30989003
shroke	230690007
muscles aches	68962001
hands are tingling	309086004
lost muscular strength	26544005
severn calf cramps	250084002
attack of restless leg syndrome	32914008
weak and wobbly unbalanced	13791008
cramping in back	55300003
blurred vision	246636008
in arms tingling	62507009
liver enzymes sky-high	166643006
very painful muscle aches in lower back	279039007
cant sleep	193462001
lower back pain	279039007
stiffness in leg joint	225609009
aches and pain in both shoulders	45326000
severe muscle spasms in my legs	55300003
high blood pressure	24184005
excercise intolerance	267044007
sleep alot	77692006
very bad pains in hands	53057004
tightness in my throat	247323005
myocardial infarction	22298006
aching (like the flu)	82991003
musclesoreness	68962001
ability to concentrate	60032008
numbness in all of my toes	309539008
painful joints	57676002
lipitor (atorvastatin)	3877011000036101
terrible pain in hips	49218002
spikes of pain so severe	76948002
gas pains in back	271832001
body ached	82991003
legs ache	10601006
fatigue in forearms	80449002
fuzzy headed	247640008
migranes	37796009
cramping events in my legs	449917004
calf muscle cramping	250084002
migrains	37796009
gastric problems	162076009
in my knees joint pain	30989003
loss of energy	248274002
it's a chore to just walk around	228158008
muscle weakness in my right hand causing me to lose grip and drop things	309774006
foggy mental state	419723007
bled heavily	131148009
eyesight has changed	63102001
muscle twitching	60238002
skin itching sensations all over body	418363000
unable to walk	282145008
feeling tired all the time	267032009
worst pain i have ever experienced	22253000
simivastatin	21242011000036102
agitated	24199005
leg soreness	10601006
pain/cramps in both my legs	10601006
loss of range of motion	70733008
hands sore	53057004
extreme forgetfulness	55533009
could barely walk	228158008
periphael neuropathy	302226006
tired all the time	224960004
heart attach	22298006
pain in shoulders joints	45326000
have no energy	248274002
increasing pain	22253000
pain back	161891005
heavy menstral cycles	386692008
severe pain in left leg	300954003
pain in both upper legs	78514002
more tiered	224960004
severe numbness in hand	309521004
unable to concentrate	60032008
naseua	422587007
severe muscle spasms	55300003
stiffness in both legs	225609009
numbness in left foot	309538000
pain around the hipjoints	49218002
added weight	262286000
rheumatoid arthritis	69896004
tingling toes	62507009
cholesterol went up	166830008
cq10	77424011000036100
shin pain	10601006
irratibility	55929007
memory deficits	386807006
pain in neck	81680005
balance problems	387603000
could not sleep	248255005
ackey leg cramps	449918009
litpitor	3877011000036101
shaky	26079004
heart palpitations	80313002
acute pain in the legs	10601006
drowsy	271782001
light nausea	422587007
brown water	62315008
quite ill	213257006
severe arthritis	3723001
comfortably couldn't sleep	301345002
exhaustion after exercise	267044007
pain in the lower part of my knees	22253000
left foot started hurting	47933007
legs just ached	10601006
burning sensations	90673000
wild mood swings	18963009
terrible musche aches	68962001
leg muscle inflamed	288231001
couldn't remember who i had dinner with last night	386807006
tightness of throat	247323005
queasiness	422587007
extreme tiredness	84229001
liver damage	235856003
ringing in the ears	60862001
comfortably couldn't walk	228158008
persistent feeling of tiredness	267032009
intense depression	35489007
could not even walk in the morning	228158008
haven't slept	248255005
decreased stamina	248277009
rematoid arthro	69896004
cannot walk	282145008
slight muscle aches in my back	161891005
sore	68962001
pains in legs	10601006
calves are sore and tender to the touch	300954003
pain between my shoulder blades	279038004
itch	418290006
elevated cpk levels	166717003
terrible pains in big toe	285365001
urine is bloody	34436003
feel like a bubble of air is stuck in my chest	23924001
elevated liver enzymes	166643006
neurophathy	386033004
pain in their shins	10601006
charley horses in feet	54981004
cramping in calves	250084002
muscle soreness	68962001
working memory and short-term memory loss	247592009
couldn't go up stairs easily	165247006
difficulty thinking	247640008
tylenol 3	3080011000036109
horrible back spasms	203095000
pain is severe	76948002
knees seized up	249913002
felt generally terrible	213257006
neck hurt	81680005
c q10	77424011000036100
deppression	35489007
lots of pain in the muscles	68962001
gastric pain	162076009
brain feel kind of foggy	419723007
depression	35489007
visual disturbances	63102001
terrible short term memory problems	247592009
afterpain	22253000
soreness in muscles	68962001
terrible pain in my ankles	247373008
stomach aches	271681002
numbness in my shins	309537005
no sleep	248255005
flu like synptoms	95891005
menstrual cramps	431416001
struggling walking too far	228158008
calf muscles painful to touch	300954003
can't get out of bed in the morning	301676004
heaviness in the legs	161873000
pain pain pain	22253000
burning sensations in calves	90673000
general malaise	367391008
depresion	35489007
anorexic	79890006
lightheadedness	386705008
liver disease	235856003
finger pins and needles	62507009
skin rash back of my neck	271807003
extra pains	22253000
ears ringing	162352007
memory impaired	386807006
blury vision	246636008
pravichol	3848011000036104
loss of sexual drive	8357008
intense pain	76948002
legs are killing me	10601006
severe stomach cramping	51197009
lack of sexual drive	248096004
tingly hands	62507009
no energy all day	248274002
feet joint pain similar to arthritis	57676002
elevated bloodb pressure	38341003
tingling hands	62507009
inflammation in my back muscles	55300003
flu symptoms	95891005
rhuematoid arthritis	69896004
cpk mildly elevated	166717003
gained a lot of weight	8943002
gi difficulties	162076009
rashes	271807003
bearly walk	228158008
muscle pains	68962001
cause me to limp	16973004
pain in hand	53057004
neck pains	81680005
tenderness in the lower back	279039007
coenzymeq10	77424011000036100
concentration is poor	26329005
diahhrea	62315008
abominal cramps	9991008
muscle aches in calves	288231001
stomach gas	162076009
legs are restless	32914008
muscle weakness in ankle	309774006
hair thinning	278040002
major menstrual cramps	431416001
mild stroke	230690007
aches in hands	53057004
gas pains back	271832001
hematuria	34436003
couldn't walk straight	228158008
thighs muscle pain in the	288230000
anorexia	79890006
calves muscle pain in	300954003
bleeding inside	131148009
hurt to walk	426899007
facial swelling	278528006
difficult to keep balance	387603000
gi hemmorage	162076009
restless legs	32914008
toes painful	285365001
leg support weak	309774006
severe burning of the feet	36031001
limp	16973004
gerd	162076009
cpk spike	166717003
hip hurts	49218002
extreme headaches	25064002
pruritus	418363000
weakness in arms	309774006
cholesterol level sky high	166830008
cpk elevated	166717003
tendon pain	21545007
worse migraines	37796009
tylonol	3080011000036109
type 11 diabetic	44054006
tylenol extra	3080011000036109
rash on my wrist	271807003
restricted movement	70733008
plantar fasciitis in my feet	202882003
gastro effects	162076009
aggitated	24199005
achy muscles	68962001
fingertips scaly	16386004
vertigo like attack	399153001
weaker	13791008
short term memory is terrible	247592009
memory failure	386807006
loss of drive	277521002
chest tightness	23924001
muscle fatigue in my forearms	80449002
period like cramps	29542008
bad muscle pains	68962001
extremely sick	213257006
increased fatigue	84229001
cannot concentrate	60032008
lack of energy	248274002
pain in the shoulders	45326000
muscles in my chest started aching	68962001
caused me to limp	16973004
arm weakness	309774006
depressed	35489007
general feeling of weakness	162076009
tendons hurt	21545007
pain in my right heel	2733002
ache and discomfort in my legs	10601006
can hardly sleep	228158008
leg muscles painful to light pressure	425423002
weak muscles	26544005
in both legs weakness	309774006
muscle atrophy	88092000
deep ache from my waist down to the heels of my feet	82991003
right hand tremor	26079004
vitamin c	77435011000036104
weakened muscle	26544005
flu like symptoms	95891005
elbow painful	74323005
couldn't remember where i left my dog 10 minutes before	386807006
hair losss	278040002
clotting, and horrible periods	386692008
tingling sensation in the back of my neck	62507009
eye sight appeared foggy	246636008
tingly feeling in scalp	62507009
tylenol 8	3080011000036109
severe joint aches	57676002
arthrotec	3384011000036100
bleeding constantly	131148009
muscle pain lower back	279039007
cortison shots	21779011000036103
muscle aches and pain	68962001
thinning hair	278040002
difficult swallowing	288939007
loss of muscel strength	26544005
muscle pains in my hips	288230000
depressions	35489007
face had swollen up	278528006
vomit	422400008
thining hair	278040002
chronic bone/joint pain	57676002
muscle pain in left elbow	74323005
exhaustion	60119000
always feeling tired	60119000
pain in hands	53057004
pain in both knees	30989003
shrinking muscels leg	88092000
horrible fatigue	84229001
leg muscle and thigh problems	129565002
tiredness is at a high level	224960004
right knee is so painful	30989003
aching joints shoulders	267949000
muscles pains	68962001
muscle soreness in my forearms	288228002
stiff	271587009
tendonits	34840004
tinnitus in my left ear	60862001
increase in blood pressure	24184005
finger joint pain similar to arthritis	57676002
low grade headache	25064002
drive is knocked down	277521002
unable to focus	60032008
painful heels	2733002
numbness on left side	44077006
pains in my back	161891005
damage your heart	56265001
constant pain shoulders	426206001
extreme muscle problems	129565002
emotional changes	18963009
vision is giving me problems	63102001
legs would go wobbly	309774006
hand pain	53057004
muscle aching	68962001
arms weak	309774006
acute muscle pain	68962001
weird tight feeling in chest cavity	23924001
weakness in my legs	309774006
lower back ache	279039007
short term memory issues	247592009
no motivation	277521002
difficult to walk	228158008
ankles started aching	247373008
liver enzymes elevated	166643006
severe cramps	55300003
intolerable itching	418290006
finger stiffness	271587009
extreme pain	76948002
major sorness in elbows	74323005
difficulty concentratiing	26329005
excessive sleep	77692006
very sore neck	81680005
feel like an airhead	419723007
sore legs	10601006
diarreha	62315008
increased menstruation	386692008
loss of muscle mass in chest	88092000
cramping in back muscles	55300003
cramping in wrists & hands	250082003
soreness of muscles	68962001
muscle ache	68962001
short term memory affected	247592009
terrible muscle pain	68962001
loss of support in all muscels in particular calf and leg	26544005
short term memory problems	247592009
deeper muscle twitches on butt	60238002
ibuprofen 400 mg	21885011000036105
heart-attack	22298006
coenzyme q10	77424011000036100
very painful muscle aches back	161891005
fingers and toes were tingling	62507009
co-q10	77424011000036100
lost some memory	386807006
cannot walk even a short distance due to pain	282145008
passing blood and clots with stoals	405729008
severe stomach upset	162059005
general feeling of malais	162076009
top outer thigh muscle starts to feel very warm, then get numb and lastly it starts to feel very cool (like the icy hot patch)	309537005
restless leg syndrom	32914008
problems with tinnitus	60862001
muscle cramps in legs	449917004
lack of ability to concentrate	60032008
lipitors	3877011000036101
wanted to vomit	422587007
pain in my shoulders	45326000
bleed	131148009
pain on the sole of my feet	47933007
losing muscular	88092000
muscle pain in the calves	288231001
decreased sex drive	8357008
pain in upper back (over left shoulder blade)	279038004
high sleep requirement	77692006
pain in shoulder	45326000
hands hurt	53057004
swelling face	278528006
knees sore	30989003
persistent pain in calf	300954003
sore muscles	68962001
coq 10	77424011000036100
sick to stomach	162059005
deeper muscle twitches on arms sides	60238002
pain in stomach	271681002
cramping in hamstrings	449917004
legs painful to the touch	10601006
hair has started falling out	278040002
tighening of the chest	23924001
blood pressure elevated	24184005
pravachol	3848011000036104
lack of motivation	277521002
left shoulder upper arm pain	45326000
poor memory	386807006
difficult for me to walk	228158008
loss of muscle mass in face	88092000
muscle cramps in ribs	203095000
weak & wobbley knees	309774006
pains in my hip	49218002
lost some body balance	387603000
aches and pain from head to toe	82991003
rashes appear	271807003
could barely get out of bed in the morning	8510008
pain in arm	102556003
diarrea	62315008
red dots on skin all over body	271807003
worse pain	22253000
so much pain	76948002
deep muscle pain	68962001
terrible pain in shoulders	45326000
diarhhea	62315008
diarea	62315008
acid reflux-type symptoms	698065002
motrin	21885011000036105
body pains	82991003
intense, horrid pain	76948002
balance is off at times	387603000
joint pain	57676002
light headedness(problem keeping balance)	386705008
could hardly move	8510008
breathing problems	230145002
overall weak feeling	13791008
left shoulder is terribly painful	45326000
left side of jaw itches	418363000
extreme stomach pain	21522001
pain in my left thigh	78514002
itchy hands	418290006
plantar fasciatis	202882003
pain in every muscle	22253000
vertigo like symptons	399153001
all-over muscle pain	68962001
numb-like	44077006
right heel pain	2733002
dizziness	404640003
tylenol #3	3080011000036109
low back pains	279039007
not as smart as i use to be	419723007
joints hurt	57676002
flu-like malaise	95891005
loss of sexual desire	8357008
severe fatigue	84229001
spike in my blood sugar	166892002
lower leg weakness	309774006
bleeding has not subsided	131148009
diahrrea	62315008
only wanted to sleep	77692006
calf sensation turned painful	300954003
horrific cramps	55300003
always exhausted	60119000
hair is getting very thin	278040002
lower abdominal pain	21522001
lipior	3877011000036101
right knee always sore	30989003
excrutiating pain	67849003
spazms	45352006
peripheral neuropathy in arms	302226006
very fatigued	84229001
feeling exausted	84229001
feet pain	47933007
very bad pain	76948002
back discomfort	161891005
walk was a very painful and a very slow	426899007
very blurred vision	246636008
mild flatulance	267052005
cholesterol high	166830008
artritic	3723001
diarrehea	62315008
soreness in shoulder	45326000
impaired memory	386807006
extreme weakness	13791008
pain was unbearable	67849003
dizzy spells	404640003
unwarranted depression	35489007
couldn't walk across the room	228158008
diarrhea	62315008
burning ankles	90673000
severe pain in arm	102556003
right foot hurts	47933007
pulse is still extremely high	86651002
itches	418290006
tingly feeling in hands	62507009
sore hip(tightit band)	49218002
heels hurt	2733002
tingling in feet	62507009
in both legs pain	10601006
painful stomach cramps	51197009
uncharacteristical moodiness	286641001
cortozone injections	21779011000036103
diarreah	62315008
spasms in left arm	45352006
flatulance	267052005
mind was starting to deteriorate	419723007
can't walk up stairs	165247006
weaknesses in my legs	309774006
leg cramps	449917004
glossitis	162076009
twitching around my mouth	249966004
muscle dmaage	129565002
excessive cramping	55300003
impaired my ability to take long walks	267044007
restlessness in my legs	32914008
neck right down to my right shoulder blade is very very sensitive and very very painful	81680005
cardio event	22298006
inability to walk	282145008
sore neck	81680005
muscles had become weak and stressed	26544005
resting pulse jumped to between 100 and 105	86651002
joint discomfort	57676002
trouble swallowing	288939007
irreversible muscle damage	129565002
pain in every tendon in my body	21545007
increased heart rate	3424008
little pain	22253000
tingling in fingers	62507009
muscle twitches	60238002
uterine cramping	29542008
lower tendon pain	21545007
terrible abdominal pain	21522001
migraine	37796009
ibuprofen	21885011000036105
pain in my thighs	78514002
leg pains	10601006
disabling fatigue	13791008
lassitude	13791008
arm aching	102556003
ubiquinol	77424011000036100
malaisse	367391008
legs started tingling	429783005
tingling in my arms	62507009
windy	267052005
rash	271807003
big time depression	35489007
upset stomache	162059005
extreme nausea	422587007
stomach hurt soooo bad	271681002
abdominal pains	21522001
toe neuropathy	302226006
burning feeling	90673000
couldn't sleep	248255005
foggy thinking	419723007
weird toe tingling	62507009
abdominal cramps and pain	9991008
chronic elbow pain in both arms	74323005
tremors in right hand	26079004
fatigued	84229001
felt like i had the flu	95891005
arthrites	3723001
confusion	40917007
nagging muscle pain between and just below my shoulder blades	288226003
pain in the shoulder	45326000
affected my memory	386807006
muscle aches in my legs	288231001
arm pain	102556003
metal moods	286641001
muscle pain in thighs	288230000
muscels hurts	68962001
tingling extremities	62507009
ankle hurt	247373008
effect on your memory	386807006
body pain	82991003
could not walk for three weeks	282145008
fuzzy	247640008
feel like i am in a fog	419723007
legs feel tired	80449002
fell asleep while driving	77692006
back ache	161891005
stomach ache	271681002
drained and tired	224960004
stomach upset	162059005
back pain in the am	102556003
soreness in calf muscles	288231001
rheumatoid arthriitis	69896004
liver enzymes to rise	166643006
balance off	387603000
joint pain in legs	267953003
weight increased	262286000
terrible pains in knee	30989003
sore feet (faciitis)	202882003
high bp	24184005
tingly	62507009
irregular cramping	55300003
foot pain	47933007
inability to sleep	248255005
burning sensation	90673000
pain in arms	102556003
fatiqued	84229001
calf leg cramps	250084002
severe leg muscle cramps	449918009
aches in calf muscles	300954003
muscle aches	68962001
aches in hip joint	49218002
pravochol	3848011000036104
excruciatig pain	67849003
light headedness	386705008
painful time lifting my own arm	425423002
muscle weakness in my legs	309774006
q10	77424011000036100
joint pain very arthritic	57676002
ankles and the soles of my feet feels like i was walking on hot coals	36031001
less muscle mass	88092000
hideous constant pain	426206001
pain in right thigh	78514002
cramp	55300003
excruciating pain	67849003
pain in ankle	247373008
knees aches	30989003
heel tendon bruising	34840004
dizzines	404640003
aching muscles in legs	288231001
heavy bleeding	131148009
massive triangular rash on my forehead	271807003
unable to sleep	248255005
aching joints knees	30989003
dosent want to get out of bed	301676004
constant itching	418290006
high liver enzyme	166643006
heart desease	56265001
acidic bile in my mouth	698065002
twitching	249966004
muscle aches in arms	288228002
hot flashes	238810007
lack of sexual desire	248096004
charley horses in breasts	54981004
extremely fatigued	13791008
knee pain	30989003
jointaches	57676002
headace	25064002
sleepless nites	193462001
muscle pain related to shoulders	288226003
feeling sick	213257006
had no energy	248274002
nerve problems in shoulder	386033004
high liver enzyme counts	166643006
not being able to walk	282145008
gasto discomfort	162076009
hip hurt	49218002
unexplained fatigue	84229001
aggitation	24199005
decrease in sexual desire	8357008
extreme moodiness	286641001
major sorness in knees	30989003
tinititis	60862001
joint pain in hips	49218002
tintinitus	60862001
numness aching feeling to my left arm	298753001
leg cramping	449917004
serious cramping hands	250082003
blurry eyesight	246636008
legs ached	10601006
inability to think clearly	247640008
bad cramps	45352006
muscle spasmns in legs	449917004
rash on upper left torso	271807003
limits my ability climb stairs	165247006
my hips hurt on both sides	49218002
the heel i couldn't walk on very well	228158008
pain in my neck	81680005
mentstrual cramps	431416001
hobbling around	16973004
numbness	44077006
general malaise	162076009
stiffness in my feet	225609009
weakness in muscles	26544005
headache	25064002
horrible gas	267052005
severe mentrual cramps	431416001
so weak	13791008
tremendous neck pain	81680005
knees hurt	30989003
foot cramps	102551008
muscle weakness in mouth area	26544005
cramping in my lower legs	449918009
knees stiff	249913002
parkinson's	49049000
loss of any sex drive	8357008
belly weight gain	262286000
horrible pain	76948002
charley horses in abdomen	54981004
lower legs have been hurting	10601006
lack of appetite	79890006
heart attackes	22298006
at times felt like i'm going blind	63102001
