reduced mental capabiities	386806002
tingling on left arm	62507009
severe mentrual cramps	431416001
muscle weakness causing nerve damage and imbalance	26544005
sleep loss	301345002
strength depletion	26544005
lightheaded	386705008
poor memory	386807006
mussel weakness	26544005
very bad pains in shoulders	45326000
felt like i had the flu	95891005
turning in bed is painful	425423002
type2 diabetes	44054006
weakness in muscles	26544005
increased fatigue	84229001
severe myopathy	129565002
extreme nausea	422587007
back spasms	203095000
persistent fatigue	84229001
blured vision	246636008
severe diarrhea	62315008
sore cheek muscles	68962001
tingly feeling in hands	62507009
losing muscular	88092000
arthotec	3384011000036100
cramps in left leg	449917004
pins and needles feeling	62507009
problems with various muscles	129565002
cq-10	77424011000036100
very painful muscle aches in calves	288231001
muscle pain	68962001
diahhrea	62315008
top outer thigh muscle starts to feel very warm, then get numb and lastly it starts to feel very cool (like the icy hot patch)	309537005
ankle pain	247373008
gastrointestinal problems	162076009
lower abdominal pain	21522001
headace	25064002
hard to pick up feet	228158008
light-headedness (hurt to hold my head up or turn my head from side to side and that made driving real difficult)	386705008
fluish feeling	95891005
period all month long	386692008
deppression	35489007
weakness in arms	309774006
wasting of muscles	88092000
joints hurt	57676002
loss of desire to do or accomplish anything	277521002
numbness on left side	44077006
cortisone shot	21779011000036103
foggy brain	419723007
difficulty/shallow breathing	230145002
tingling in my fingers	62507009
hot/heated flushing sensation that began mid-torso and continued up to the top of head (top of scalp started tingling and burning)	238810007
blurr vision	246636008
gi distress	162076009
constant sleepiness	77692006
joint soreness	57676002
problems with my balance	387603000
rematoid arthro	69896004
toes painful	285365001
very severe cramps	55300003
numbness in left toe	309539008
shoulders ache	45326000
very shaky	26079004
migraine	37796009
worse pain	22253000
numbness in ankles and toes	309537005
unable to climb stairs	165247006
lack of enthusiasm	277521002
everything on my body hurts	82991003
pains in my back	161891005
constant gas	162076009
very confused	40917007
painful to walk	426899007
recks my muscles severly	129565002
ability to concentrate	60032008
stomach pain	271681002
tingling in side of face	62507009
debilitated	13791008
losing my hair	278040002
sinivastatin	21242011000036102
severe pain in left leg	300954003
pins and needles on right arm	62507009
trouble swallowing	288939007
very severe pain in hands	53057004
rarely sleep well	301345002
muscles feel like a wet dish rag	26544005
cognitive ability deminished	386806002
neck ache	81680005
peripheral neuropathy	302226006
numbness in left foot	309538000
pain of the hip joint	49218002
sensations of tingling in my legs	429783005
unbearable muscle pain	68962001
blurred vison	246636008
discomfort when i walk	426899007
debillitating leg pain	10601006
puking	422400008
weakness in my right arm	309774006
type 11 diabetic	44054006
terrible pain in hips	49218002
hypertension	38341003
general feeling of weakness	162076009
hair thinning	278040002
comfortably couldn't walk	228158008
muscle aches in arms	288228002
loss of muscle	88092000
mind was starting to deteriorate	419723007
loss of vison	63102001
dizzieness	404640003
pain in the legs	10601006
cholesterol high	166830008
couldn't go up stairs easily	165247006
excessive gas	162076009
it's a chore to just walk around	228158008
muscle twitching on calves	60238002
acute weakness in the muscles of whole body	26544005
pain in left foot	47933007
decreased energy	248274002
windy	267052005
burning sensations in neck	90673000
sore muscles	68962001
soreness in upper back	279038004
i felt like i always had the flu	95891005
very bad muscle pain	68962001
fingers and toes were tingling	62507009
rash	271807003
had pains throughout my upper body	102480002
cramps in my left calf	250084002
inability to walk	282145008
palpitations	80313002
terrible pain in my ankles	247373008
severe headaches	25064002
back pain upper	279038004
diffuculty thinking	247640008
coq-10	77424011000036100
feel a bit weird	367391008
pain all over my body	82991003
liver enzymes sky-high	166643006
miocardial infarction	22298006
tingling in legs	429783005
severe myalgias	68962001
pain bad	22253000
vertigo like attack	399153001
not sleeping	248255005
bleeding problem	131148009
bad headache	25064002
horriable pain that almost throws me down	76948002
moderate stomach pain	271681002
pain muscle	68962001
dibilitating problem with both of my arms	309774006
memory weakened	386807006
stomack pains	271681002
difficult swallowing	288939007
feel like i got hit by a truck	102480002
hot flashes	238810007
massive heart attack	22298006
intense depression	35489007
numb toes	309538000
muscle pain in shoulders	288226003
muscle pain in upper back	279038004
lipitor(atorvastatin)	3877011000036101
muscle wasting in the arms	88092000
thinning at the back and sides of my head	278040002
unable to get out of bed	301676004
intense chest pains	29857009
wicked back pain	161891005
buttocks cramps	55300003
joint pain in thighs	49218002
alot of gas	162076009
severe muscle pain	68962001
severe cramping in my legs	449917004
muscles very tight	250069006
aggitated	24199005
mild headache	25064002
muscle pain in neck	81680005
period cramps	431416001
vomited	422400008
severe joint pains	57676002
had no energy	248274002
legs painful to the touch	10601006
foggy thinking	419723007
joint pain in legs	267953003
parkinsons	49049000
acid reflux	698065002
muscles in my left leg locked up	449917004
mild nausea	422587007
tremors in right hand	26079004
massive diarrhea	62315008
increase in level of fatigue	84229001
pains in hands	53057004
muscle atrophy	88092000
felt flu-like	95891005
slight swelling of cheeks	278528006
flu-like syptoms	95891005
toes became so painful	285365001
decrease in sexual desire	8357008
coq10	77424011000036100
stomich ake	271681002
restless legs syndrome (rls)	32914008
increased menstruation	386692008
pain in my thighs (muscle cramping)	288230000
muscle wasting	88092000
caused me to limp	16973004
legs are sore	10601006
numbness in upper legs from knee to thigh	309537005
very bad pain in my muscles	68962001
weight increase	262286000
mental malaise	419723007
blood sugar elevated	166892002
muscle pain in the leg	288231001
cramp	55300003
bottom of my foot is extremely tender	47933007
calf pains	300954003
parkinson/s	49049000
visual disturbances	63102001
aching muscles in back	161891005
nausia	422587007
gas pains back	271832001
extreme headaches	25064002
tingling hands	309086004
atrophy	88092000
muscle cramps in lower legs	449918009
sore	68962001
damaging your muscles	129565002
skin itchiness	418363000
foggy vision	246636008
terrible pain in shoulders	45326000
light-headedness feeling	386705008
tingling in the soles of my feet	62507009
ache and discomfort in my legs	10601006
cramping in toes	102551008
cramping in back muscles	55300003
lost some body balance	387603000
suicidal depression	35489007
calf pain	300954003
tingling legs	62507009
spazms	45352006
pain in my lower legs	10601006
acute pain in the legs	10601006
weak	13791008
pains in her back	161891005
knees hurt	30989003
couldnt remember anything	386807006
stomach gas	162076009
off balanced-ness	387603000
intestinal/stomach pain	9991008
could barely get out of bed in the morning	8510008
pain on outer sides of thighs	78514002
muscles wasting	88092000
fatigue in forearms	80449002
general feeling of malais	162076009
i simply could not walk	282145008
cause me to limp	16973004
stiffness in leg joint	225609009
aches and stiffness knees	249913002
aching muscles in legs	288231001
pain in the leg	10601006
very tired	224960004
painful heels	2733002
hard to sleep	301345002
aching pain in my arms	102556003
severe back spasm	203095000
sleeplessness	193462001
stomach cramps	51197009
myocardial infarction	22298006
very blurred vision	246636008
inability to sleep well	301345002
felt like i had lead in my legs	161873000
couldnt walk	228158008
burning sensations in hands	90673000
weak all the time	13791008
excercise intolerance	267044007
pain in leg	10601006
very serious depression	35489007
achy muscles	68962001
lack of attention	79890006
stength and stamina destroyed	248277009
numbness on left arm	298753001
sex drive gone	248096004
no strength	26544005
skin itching sensations all over body	418363000
muscular pain	68962001
loss of endurance	248277009
cannot walk even a short distance due to pain	282145008
diahorea	62315008
severe pain close to my the crotch area	76948002
can not sleep	301345002
severe leg muscle cramps	449918009
neck hurt	81680005
comfortably couldn't sleep	301345002
constant muscle tension in legs	250069006
arthrotec 75	3384011000036100
muscle fatigue	80449002
muscles aches	68962001
sick at stomach	162059005
tingling in the neck	62507009
in both legs pain	10601006
vision is giving me problems	63102001
lack of sexual drive	248096004
lowering of energy	248274002
weak muscles	26544005
ankle hurt	247373008
deeper muscle twitches on arms sides	60238002
acidic bile in my mouth	698065002
stiff quad area	225609009
bathroom with the runs	62315008
extreme gas	162076009
stomach cramping	51197009
stiffness	271587009
simvostatin	21242011000036102
eye sight appeared foggy	246636008
itchiness	418290006
pressure pain	22253000
muscle weakness in back	26544005
breathing problems	230145002
b/l shoulder pain	45326000
energy loss	248274002
tinnitus	60862001
a lot grouchier	55929007
gas pains in back	271832001
weakness in back	309774006
tingeling in fingers	309086004
constant aching/pain	22253000
severe fatigue	84229001
stomach hurt soooo bad	271681002
left shoulder aches	45326000
muscles pains	68962001
mentstrual cramps	431416001
""" fluey"" feelings in upper arms, legs"	95891005
lead legs	161873000
loss of interest in life	277521002
burning in the soles of my feet	36031001
liver enzymes were very elevated	166643006
muscular aches	68962001
sleep is not very sound	301345002
severe leg cramps	449917004
ra	69896004
tingling toes	62507009
hurt to stand	425423002
moving in bed is painful	425423002
excessive sleep requirements	77692006
very off balance	387603000
peripheral neuropathy in my hands	302226006
terrible short term memory problems	247592009
occasional leg cramps	449917004
difficult for me to walk	228158008
bad gas	162076009
not being able to concentrate	60032008
severe arthritis	3723001
blood in my stools	405729008
muscle disintegration/degeneration	88092000
foggy-headedness	419723007
short term memory problems	247592009
geting bad swets	162076009
trouble with my liver	235856003
tingling in my arms	62507009
very painful joints	57676002
arthrotec 50	3384011000036100
leg joint pain similar to arthritis	267953003
leg muscle pain	68962001
heel pain	2733002
blurred thinking	247640008
co q 10	77424011000036100
lower legs hurt	10601006
tylenol pm	3080011000036109
pain in my knee	30989003
burning sensations in shoulders	90673000
cannot concentrate	60032008
walk was a very painful and a very slow	426899007
lack of libido	248096004
severe nausea	422587007
blood pressure had gone sky high	24184005
mmdepression	35489007
barely remember anything that has happened recently	386807006
muscle pain in feet	47933007
lost my ability to walk	282145008
resting pulse had jumped to about 120	86651002
muscle fatigue in my forearms	80449002
simvistatin	21242011000036102
tendon pain	21545007
tingling in my legs	429783005
could only walk less than 100 meters	8510008
pain in lower back	279039007
glossitis	162076009
pain on the sole of my feet	47933007
very bad pain	76948002
pain in hip	49218002
muscule pain	68962001
flu symptons	95891005
visual deficits	63102001
severe acid reflux	698065002
irritability	55929007
little blurred vision	246636008
vision problems - seeing two or three of everything	63102001
heart palpatations	80313002
pain in both quads (above knee, back of leg)	78514002
elevated cholesterol	166830008
major cramps	55300003
moodiness	286641001
vit c	77435011000036104
intense dizziness	404640003
muscle twitching	60238002
pain in my foot	47933007
elevated blood pressure	38341003
neurophaty	386033004
muscle pain in right hip	49218002
terrible musche aches	68962001
extreme forgetfulness	55533009
thigh soreness	78514002
tired all the time	224960004
pain in elbow	74323005
not concentrating well	60032008
stiffness in both knees	249913002
limp	16973004
cramping in hamstrings	449917004
very, very tired all the time	224960004
loss of sexual desire	8357008
muscle wasting in the shoulders	88092000
tingling in my shins	62507009
burning of ankles	90673000
gi bleed	162076009
couldn't remember who i had dinner with last night	386807006
severe cramping	55300003
dull headaches	25064002
irritable	55929007
hideous constant pain	426206001
not being able to walk	282145008
body pains	82991003
increased blood glucose	166892002
threw up	422400008
pain in hips	49218002
spasms in leg muscles	449917004
lost all sexual desires and thoughts	8357008
significant strength reduction	26544005
lack of strength	26544005
burning ankles	90673000
not being able to get out of bed in the morning	301676004
muscle in my angles hurt	247373008
balance is off at times	387603000
pains in his legs	10601006
feel dreadful	367391008
very grouchy	55929007
neck right down to my right shoulder blade is very very sensitive and very very painful	81680005
ball of the foot would feel as if it was inflamed	36031001
cannot walk	282145008
pain in arms	102556003
toes acking	285365001
migranes during sexual intercourse	37796009
blood clots in urine	34436003
tachycardia	3424008
genitals and lips excruciating	162076009
stomache aches	271681002
shoulders hurt	45326000
short term memory loss	247592009
ears ringing	162352007
high liver enzyme	166643006
pain in my calves	300954003
general weakness in hands	162076009
decreased libdo	8357008
tylenol extra	3080011000036109
stiffness similar to arthritis	271587009
muscle pain in hips	49218002
very bad pains in hands	53057004
bottoms of feet hurt	47933007
uncontrollable gas	267052005
skin rash back of my neck	271807003
cramping in back	55300003
generaly feeling unwell like walking in a daze (zombie like)	162076009
hard to walk	228158008
palpatations	80313002
mentally in a daze	40917007
tired or burning muscles	80449002
uterus contractions	29542008
lack of sex drive	248096004
tendons hurt	21545007
so weak	13791008
iubrofen	21885011000036105
twitching around my mouth	249966004
burning sensations in calves	90673000
elevated cpk levels	166717003
difficulty to walk	228158008
sore hip(tightit band)	49218002
mental confusion	40917007
mild joint pain	57676002
bleeding problems	131148009
tightness of throat	247323005
tinnitus in my left ear	60862001
tiredness is at a high level	224960004
aching joints	57676002
pain so bad	22253000
right foot hurts	47933007
aching in hips	49218002
pain/cramps in both my legs	10601006
weak legs	309774006
painful shoulder	45326000
hard to breath	230145002
numbness in my feet	309538000
difficult to keep balance	387603000
decrease in overall strength	26544005
cramping in feet	102551008
tendonits	34840004
constant twitching	249966004
tight chest	23924001
hip pains	49218002
queasiness	422587007
fluey feelings	95891005
feel like an airhead	419723007
slightly dizzy virtually all the time	404640003
increased weight gain	262286000
tired more than ususal	224960004
could barely move	8510008
tummy pains	271681002
unexplained fatigue	84229001
foot was hurting	47933007
in my knees joint pain	30989003
severe muscle cramps	55300003
pain in my stomach	271681002
chronic elbow pain in both arms	74323005
right hand has been getting numb	309521004
abdominal cramps	9991008
muscle pain over the entire body	68962001
deep ache from my waist down to the heels of my feet	82991003
permanent muscle damage	129565002
terrible abdominal pain	21522001
achy joints	57676002
loss of sex drv	8357008
lack of motivation	277521002
can hardly walk	228158008
plantar fasciitis of my left foot	202882003
limits my ability to walk	228158008
quite ill	213257006
severe abdominal cramps	51197009
extreme pain	76948002
pain in major joints	57676002
diminished mental acuity	419723007
serious feet cramping	102551008
joint pain in shoulder	267949000
pains neck	81680005
dragging legs	228158008
losing the feeling in his right hand	309086004
just wanted to sleep	77692006
numness aching feeling to my left arm	298753001
gerd	162076009
vision problems	63102001
mussel twitches	60238002
leg support weak	309774006
pain in upper back (over left shoulder blade)	279038004
left shoulder is terribly painful	45326000
very blurry eyesight	246636008
loss of short term memory	247592009
diziness	404640003
mild heart attack	22298006
abdominal pains	21522001
general weakness in my feet	162076009
couldn't walk straight	228158008
unable to sleep	248255005
inability to sleep	248255005
muscle crammps	55300003
movement restriction	70733008
permanent damage to my muscles	129565002
feel like shit all the time	367391008
terribe pain	76948002
weakened muscle	26544005
mild cramps	55300003
general stomach upset feeling	162076009
pain in shoulder joint	267949000
aching in toes	285365001
painful leg cramps	449917004
no concentration	60032008
massive triangular rash on my forehead	271807003
tremors although the body	26079004
numbness in right toe	309539008
burning sensations in upper chest	90673000
geneal aches and pains	162076009
charlie horses	54981004
neck pains	81680005
face had swollen up	278528006
aching joints knees	30989003
tingling in the hands	62507009
insomnia	193462001
pain in shoulders joints	45326000
stomach discomfort	271681002
slight muscle aches in my back	161891005
elevated creatinine	166717003
tiredness in leg	80449002
genetically high ldl	162076009
memory problems	386807006
uterine, cramps (menopausal for 20 years)	29542008
arms weak	309774006
memory impaired	386807006
itching	418290006
terrible concentration	26329005
moody	286641001
cholestorol which had jumped from 175 to 220	166830008
calf leg cramps	250084002
vertigo	399153001
very painful muscle aches in the neck	68962001
fatigue	84229001
decreased sex drive	8357008
weird tight feeling in chest cavity	23924001
cramps in calves	250084002
problems with tinnitus	60862001
affecting my stomach(acid reflux)	698065002
rheumatoid arthtitis	69896004
diarrhoa	62315008
difficulty swallowing	288939007
severe pain	76948002
pain in back	161891005
headaches	25064002
ringing in my left ear increased	162352007
cortozone injections	21779011000036103
increase in blood pressure	24184005
slight flush	238810007
tightness in throat with occasional choking problem	247323005
low back pains	279039007
right knee is so painful	30989003
impaired my ability to take long walks	267044007
i can't stand or walk for any lengths of time	8510008
felt rotton all day long	213257006
constant back pain	161891005
foot pain	47933007
extreme muscle weakness	26544005
itchy hands	418290006
left leg, below the knee, experienced stiffness	225609009
cq10	77424011000036100
excessive sleep	77692006
drive is knocked down	277521002
pravachol	3848011000036104
toe neuropathy	302226006
sore neck	81680005
spike in my blood sugar	166892002
rhabdomyolysis/muscle loss	88092000
weakness in hips	309774006
back ache	161891005
leg cramps	449918009
tingling in the scalp	62507009
low in energy	248274002
severe stomach upset	162059005
menstrual cramps	431416001
legs started tingling	429783005
thinking problems	26329005
pain in arm	102556003
sore feet	47933007
coronary disease	56265001
flu-symptoms	95891005
extreme constant pain	426206001
painful inflammed joints	57676002
gas	162076009
brain feel kind of foggy	419723007
stiffness in my feet	225609009
felt just strange	367391008
sleepless nights	193462001
foggy mental state	419723007
diarreah cramping	271832001
ringing in the ears	162352007
weak and wobbly unbalanced	13791008
mild aches	82991003
pain with stomach cramps	51197009
muscles had become weak and stressed	26544005
shoulder pain	45326000
gi hemmorage	162076009
tendinitis	34840004
tingly feeling in scalp	62507009
upset my stomach	162059005
tire very quickly muscles	80449002
sporadic lower abdominal cramping	51197009
periphiral neuropathy	302226006
brown water	62315008
trouble concentrating	26329005
discomfort in right side upper and lower of stomach area	271681002
ankles and the soles of my feet feels like i was walking on hot coals	36031001
bluss and ititching of the face	418363000
working memory and short-term memory loss	247592009
twitching in thighs	249966004
problems with memory	386807006
pain in my knees	30989003
joint pain (knees)	30989003
serious cramping hands	250082003
bleeding has not subsided	131148009
charley horses in shoulders	54981004
acid reflux-type symptoms	698065002
gained a lot of weight	8943002
tintinitus	60862001
legs just ached	10601006
can barely walk	228158008
pains in legs	10601006
pain in my arm and shoulder	102556003
eyes get blury	246636008
burning feeling	90673000
very fatigued	84229001
feel like i am in a fog	419723007
prickling,numbness in hand	309521004
exhausting	60119000
joint pain very arthritic	57676002
rush all over my face	271807003
lipiltor	3877011000036101
excess gas	162076009
vomitting	422400008
lower leg pain	300954003
knees sore	30989003
heart desease	56265001
arthritus	3723001
thighs muscle pain in the	288230000
shoulder pain was unbearable	45326000
general degradation	162076009
memory problem	386807006
added weight	262286000
memory failure	386807006
limped	16973004
weak & wobbley knees	309774006
sever fatigue	84229001
hardly walk	228158008
right heel became painful	2733002
muscle twitching in both arms	60238002
increased blood pressure	24184005
breathing difficulties	230145002
brain fog	419723007
short-term memory loss	247592009
muscle aches in thighs	288230000
changes in mood	18963009
my feet feel like i have stone bruises just in front of the heel	47933007
major sorness in knees	30989003
tylenol	3080011000036109
finger pins and needles	62507009
severn calf cramps	250084002
sore leg joints	267953003
ringing in the ears	60862001
finger tingling	62507009
direar	62315008
cannot sleep	301345002
arm aching	102556003
pain in shoulders	45326000
muddled thinking	247640008
muscle issues	129565002
pain in my lower legs and feet	10601006
painful inflamation of joints	57676002
extreme moodiness	286641001
severe pain in arm	102556003
chest tightness	23924001
debilitating muscle pain in my legs	288231001
arthritis pain	57676002
zombie like tired	224960004
intestinal pain	9991008
tired all the time	267032009
could barely walk	228158008
flu-like malaise	95891005
heart palputations	80313002
litpitor	3877011000036101
painful time lifting my own arm	425423002
at times felt like i'm going blind	63102001
leg muscles painful to light pressure	425423002
heart-attack	22298006
calf cramps	250084002
mild cramping	55300003
not motivated to do anything	277521002
inability to think fast enough	247640008
elevated levels of high cholesterol	166830008
severe back spasms	203095000
urine is bloody	34436003
growing depression	35489007
mild flatuelence	267052005
charlie horse in feet	54981004
high blood pressure	38341003
simivastatin	21242011000036102
my toes ached	285365001
arm muscles melting	88092000
ache was extreme, almost unbearable	76948002
my heart rate jumped to 106	3424008
horrible pain	76948002
red dots on skin all over body	271807003
hand numbness	309521004
extreme itching on legs and arms	418290006
i feel like i'm in a fog	419723007
pain in every muscle	22253000
hair falling out	278040002
can't walk up stairs	165247006
right heel pain	2733002
feeling tired a lot	267032009
decrease in muscle strength	26544005
worst pain i have ever experienced	22253000
feel flu like	95891005
gut wrenching pain	76948002
pain in every joint	57676002
muscle aches in my neck	81680005
excessive drowsiness	271782001
pain in foot	47933007
uterus starting to have spasms	29542008
coenzymeq10	77424011000036100
cramping in calves	250084002
pain in feet	47933007
lots of pain in the muscles	68962001
always tired	267032009
vitimin c	77435011000036104
can't walk	282145008
pain in the lower part of my knees	22253000
pain was worse	76948002
extreme muscle spazms in my lower back	203095000
terrible pains in knee	30989003
mood swings	18963009
constant headaches	25064002
dioreah	62315008
worse headache than usual (i have migraine)	37796009
pain in my left thigh	78514002
toes went into muscle spasms	102551008
ibruprofen	21885011000036105
charley horses in the abdomen	54981004
no amount of sleep makes me feel rested	77692006
legs always feeling like lead	161873000
concentration is poor	26329005
hard to get out of bed in the morning	301676004
jointaches	57676002
wieght gain	8943002
painful muscles	68962001
cramping of the leg muscles	449917004
lightheadedness	386705008
week	13791008
could not sleep	248255005
drained and tired	224960004
aches and pain in both shoulders	45326000
weakness in my legs	309774006
sleepless nites	193462001
hard to breathe	230145002
high sleep requirement	77692006
cognitive impairments	386806002
muscle pain in left elbow	74323005
aching in legs	10601006
weakness in my arms	309774006
foot cramps	102551008
muscle weakness from the pevis down to my toes	26544005
very very blurry vision	246636008
gastrointestinal cramping	162076009
pain in my lower back	279039007
tinnitis	60862001
leg heaviness	161873000
knees aches	30989003
some concentration problems	26329005
fatigue in arms	80449002
not able to remember things like whether i had done something or where i had placed something	386807006
tingling in fingers	62507009
slight muscle soreness in legs	288231001
persistent pain in calf	300954003
abdominal gas	162076009
loss of muscel strength	26544005
vertigo like episodes	399153001
charlie horse in my calves	54981004
hert from head to my toe	82991003
joint pains	57676002
clotting, and horrible periods	386692008
painfull	22253000
charley horses	54981004
tingling in toes and feet	62507009
severe muscle spasms in my legs	55300003
sore knee	30989003
sleep alot	77692006
severe sudden onset headache in the back of head	25064002
every muscle from my waist down was effected	129565002
stomach is still sore	271681002
pain in my lower leg	10601006
severe leg cramping	449917004
left shoulder upper arm pain	45326000
can hardly sleep	228158008
severe vertigo	399153001
exhausted all the time	60119000
joint pain in knee	30989003
general overal weakness	162076009
hard time walking	228158008
pain in muscles	68962001
nauseous	422587007
upset stomache	162059005
pain in hands	53057004
nerve problems in shoulder	386033004
difficulty picking my feet up	228158008
muscular aches and pains	68962001
muscles have diminished	88092000
aches and pain from head to toe	82991003
severe cramps	55300003
liptor	3877011000036101
always feeling tired	60119000
extreme muscle problems	129565002
poor sleep	301345002
pain in upper legs	78514002
minor joint soreness	57676002
general weak feeling overall	162076009
severe muscle aches	68962001
weakness in his knees	309774006
cramping feeling	55300003
spasm	45352006
get tired vry easily	162076009
intense pain	76948002
truble remembering	386807006
lipitol	3877011000036101
legs tingling in	429783005
pain pain pain	22253000
muscles hurt	68962001
memory difficulties	386807006
significant limp	16973004
deep depression	35489007
muscle knots up	55300003
my feet hurt	47933007
provachol	3848011000036104
on the back of the head pain in every tendon	25064002
flu-like symptoms	95891005
cramped	55300003
upset stomach	162059005
acute muscle pain	68962001
coq 10	77424011000036100
pain in leg muscles	288231001
aches in hip joint	49218002
stiff	271587009
losing strength	26544005
ibuprofen 400 mg	21885011000036105
muscle weakness in mouth area	26544005
tingling in hands	62507009
sleepy	271782001
pain in almost every muscle	68962001
problems concentrating	26329005
losing muscle	88092000
disabling fatigue	13791008
increase my heart rate	3424008
aches in calf muscles	300954003
thighs sore	78514002
terrible charlie horses	54981004
severe plantar faciitis	202882003
general fatigue	162076009
aching in back	161891005
generalized skin discoloration	162076009
weird toe tingling	62507009
chestpain	29857009
inflammation of my joints	3723001
no sleep	248255005
in arms tingling	62507009
aching in shoulders	267949000
very painful pins and needles over entire foot	62507009
so much pain	22253000
muscle spasmns in legs	449917004
debilitating muscle pain in my arms	68962001
burning sensations in legs	90673000
went down stamina	248277009
pain in joints	57676002
pains all over body	82991003
toe cramps	449917004
gas/wind	162076009
muscles cramp	55300003
pain in my abdomen	161891005
mental fogginess	419723007
weakness in thighs	309774006
pains so bad	22253000
memory fog	386807006
tremors	26079004
stiffness at left knee	249913002
numbness	44077006
ringing in the ears (tinnitus)	162352007
soreness in shoulder	45326000
knees seized up	249913002
extreme leg weakness	309774006
arthrites	3723001
vomiting	422400008
muscle spasm	55300003
light nausea	422587007
pains hips	49218002
attack of restless leg syndrome	32914008
extreme agitation	24199005
ached all over, especially in legs	82991003
hair has started falling out	278040002
weak & wobbley wrists	13791008
severe tingling	62507009
shoulder muscle pain	288226003
myalgia	68962001
muscle cramps in feet	102551008
numb feet in toe area	309539008
soreness in shoulders	45326000
blood in stool	405729008
elevated bp	38341003
muscle cramps in legs	449917004
body pain	82991003
legs feel leaden	161873000
severe muscle pain in hip joints	49218002
hurt every where	82991003
tightness in legs	250069006
elevated levels of cholesterol	166830008
urine full of blood	34436003
heart attack	22298006
muscle pains in my hips	288230000
blood pressure elevated	24184005
pain inbetween both shoulder blades	279038004
type ii diabetes	44054006
aches and pains	82991003
rheumatoid arthritis	69896004
like im in a fog all the time	419723007
lipitors	3877011000036101
deep constant pain	426206001
pains in my left knee	30989003
dificultly in walking	228158008
tinnitus (left ear)	60862001
pain in my joints	57676002
pain in knees	30989003
difficulty walking	228158008
liptior	3877011000036101
